,Long,Short
1993-06-28,0.017497726299704676,-0.0020991247376274448
1993-06-29,-0.008278720682341334,0.006280649977012509
1993-06-30,0.004531956575702855,0.015672156493597
1993-07-01,-0.005869320389076416,-0.009926739163637144
1993-07-02,0.007462864567537353,-0.009412762659951935
1993-07-06,-0.024976054076760335,-0.00573752541031759
1993-07-07,-0.0017747983035252713,0.01341394577128453
1993-07-08,0.0264627152196523,0.009341001167666374
1993-07-09,-0.004651915395620243,-0.009995910225705285
1993-07-12,-0.0087887521948939,0.010081237590737247
1993-07-13,0.01428162371261309,5.8051078512855184e-05
1993-07-14,-0.01187809556361361,0.00676755926220568
1993-07-15,0.005943687109844687,0.004646290939353348
1993-07-16,-0.01972886337315276,0.009262732901765446
1993-07-19,0.0065152736290924555,0.0007251332848054681
1993-07-20,0.004000751237086364,0.0004816877981698497
1993-07-21,0.005651250886896064,-0.00037969180889816376
1993-07-22,-0.0021601506871005037,0.011091451629017035
1993-07-23,0.004554913915410274,-0.007523011274142943
1993-07-26,0.004941661467872194,-0.012739578269551011
1993-07-27,0.0011201705111174465,0.010821350375504857
1993-07-28,0.00572479314714538,-0.009997410383019757
1993-07-29,0.0017272428242026572,0.002889835441661481
1993-07-30,-0.009544821121078207,-0.0015635131838624638
1993-08-02,0.011001709125879455,-0.010550232066560482
1993-08-03,-0.004782489078530216,0.006853235809964153
1993-08-04,0.017346773942955317,-0.0053032284206725785
1993-08-05,-0.002587901283049665,-0.000998774174528283
1993-08-06,-0.00295259059722095,-0.00015242191227529122
1993-08-09,0.00048007931737937827,0.0093638853023012
1993-08-10,0.015870335866722575,0.006070190601033554
1993-08-11,-0.0012301823402615653,0.0018572539890791772
1993-08-12,-0.014360334471830582,0.005491937388040558
1993-08-13,-0.0023929060073579088,-0.006945579763924003
1993-08-16,0.0071200172038952455,-0.0024337459436793883
1993-08-17,-0.001940073425877964,-0.010126798933792003
1993-08-18,0.002243361378718689,-0.0011145404503404178
1993-08-19,-0.005212165356860121,-0.0012526172443356077
1993-08-20,-0.006311363716992824,0.005166055415100257
1993-08-23,-0.004448865690949955,0.0007675343827261317
1993-08-24,0.010844225249341043,-0.003186389081104335
1993-08-25,0.009432415760439272,0.00042347417460189
1993-08-26,0.0028685798176217303,0.0076241328027258585
1993-08-27,0.00207560803123632,-0.0042778137847869655
1993-08-30,0.0118948316983161,0.006311454207104361
1993-08-31,0.006160229431722808,-0.00849782701732633
1993-09-01,0.021278922960524083,0.009201798434018216
1993-09-02,-0.001902354474884227,0.021459899852683373
1993-09-03,0.015485993360322525,-0.007009238505737536
1993-09-07,-0.019480885759459953,0.004248398826973676
1993-09-08,-0.006162565707284584,0.01588486117265613
1993-09-09,0.012620486529700613,-0.016669696851884807
1993-09-10,0.009408172051823715,-0.004218876189465792
1993-09-13,-0.006688553496156746,0.006967423224285585
1993-09-14,0.006316152599248825,0.010721696044042429
1993-09-15,0.0038573006625364226,-0.022748930263316713
1993-09-16,0.0029442124254957956,0.0028454791385511434
1993-09-17,0.018569447559691366,-0.014431759371920838
1993-09-20,-0.01184592062117571,0.0015513907401460303
1993-09-21,-0.0058316367738586615,-0.005140273969270803
1993-09-22,0.0018364765055576715,-0.013983106853647786
1993-09-23,-0.0021756779253670035,-0.016895236927858014
1993-09-24,-0.0014461908427366166,0.0016558511812896693
1993-09-27,0.0029964864528128853,-0.0003408571927356996
1993-09-28,-0.002704410880717767,0.008111740183379434
1993-09-29,-0.0020452216260889665,-0.0028806120742828067
1993-09-30,-0.01455713275297813,-0.02216093461508667
1993-10-01,-0.0016994722334943257,-0.016916062972795253
1993-10-04,0.01365347919022276,-0.0017142422143350377
1993-10-05,-0.02512466668672737,0.007299155678232716
1993-10-06,-0.006116040390369559,-0.011387684682183218
1993-10-07,-0.01577890057352167,0.00468279566212596
1993-10-08,0.0063094660221764244,0.01289983275550377
1993-10-11,-0.003916769354203787,-0.007556589998598517
1993-10-12,-0.006681132016249902,0.007077497185786763
1993-10-13,-0.0049582669813513,-0.0034430384481154096
1993-10-14,0.010420619829713828,-0.005763717076590324
1993-10-15,-0.012202613217795078,0.012770750231128081
1993-10-18,0.002131547590555527,0.010176770246954892
1993-10-19,-0.0026858890792942013,0.007890120749242991
1993-10-20,0.006493816488419147,0.0014076584591155128
1993-10-21,-0.002382319234213226,0.0015628567032927808
1993-10-22,0.0068025919380734325,-0.010692538506217186
1993-10-25,0.00807340081916098,0.0010429851336940187
1993-10-26,-0.007788872765437849,-0.006293001895108374
1993-10-27,-0.0007521593643708635,-0.0034363975137972737
1993-10-28,0.013110933677372972,-0.015716360493526982
1993-10-29,0.0032269854625115225,0.0019679571207190994
1993-11-01,0.0045805157095759495,-0.00442391313772067
1993-11-02,0.009616295047412005,-0.013120499190131252
1993-11-03,-0.009613582567992296,0.026880081821056834
1993-11-04,-0.006078080910019612,0.018917396121946883
1993-11-05,0.012466780639726626,0.002878472939601895
1993-11-08,0.01037434334854027,-0.004020776994161213
1993-11-09,0.001040285100658378,0.012332243962576372
1993-11-10,0.011589929733789028,-0.009746642785762849
1993-11-11,0.0022277748702367872,0.0032271690320781364
1993-11-12,0.003470202186422855,-0.005032478606701729
1993-11-15,-0.003457819925501726,0.024829255550915207
1993-11-16,0.00504989224956145,0.0012898197143645595
1993-11-17,0.009006457379965827,0.011749738368730122
1993-11-18,-0.0008943519133326027,-0.008096903168080604
1993-11-19,0.009323786745524875,-0.0026949774437696637
1993-11-22,-0.018386899991509477,-0.012409269267153123
1993-11-23,0.007316846912724129,0.009621852148765897
1993-11-24,0.013514038391574622,0.005388412300979894
1993-11-26,0.0024614921673163036,0.007243943941663511
1993-11-29,-0.01183856903332392,0.04077295452191545
1993-11-30,-0.0011956853350849506,0.000909269915312072
1993-12-01,-0.006060574069491631,0.015826210380684526
1993-12-02,0.0048075702812935715,-0.004895546254383998
1993-12-03,0.007650726012255349,-0.008723096163306032
1993-12-06,-0.003388075716021288,-0.006325039221881101
1993-12-07,-0.0024091321752084615,0.00276829269900275
1993-12-08,0.005527327602900822,-0.0071177688052193044
1993-12-09,-0.007367032545874119,0.01421469987661722
1993-12-10,-0.007871075850943076,-0.010245687080682376
1993-12-13,-0.0008007930875698066,-0.0028374679231856883
1993-12-14,-0.01579725516417879,0.002560254820763519
1993-12-15,-0.0006524490554648433,0.012161160656823744
1993-12-16,0.007376771734575882,-0.0016222315863631098
1993-12-17,0.00533139991225422,-0.0008907713621061908
1993-12-20,0.0007709165750485081,-0.0023845326839607717
1993-12-21,-0.012915542176334182,0.0010298345613196202
1993-12-22,0.01487288921765596,0.009989673442379731
1993-12-23,-0.008549316724997525,-0.010970127950183073
1993-12-27,-0.007889393771317177,-0.003276522554923855
1993-12-28,0.0163048487451935,-0.002154474057288913
1993-12-29,0.008915387707096867,-0.01620864786758297
1993-12-30,-0.005101206610513842,-0.009325871327682655
1993-12-31,-0.0024914600078924654,0.005662063098159387
